"","sample_id","sample_type","sample_number","site_name","mountain_range","latitude","longitude","elevation","notes","depth_start","depth_end","top_bottom","measured_temperature","temperature_type","Tann","Tmin","Tmax","MAP","climate_data_source","Tann_snotel","Tmin_snotel","Tmax_snotel","MAP_snotel"
"MAWC.WG3A_S","MAWC.WG3A_S","peat",346,"Wagon Creek fen",NA,43.381299,-110.0677915,2695,"",3,5,NA,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"MAWC.WG3B_S","MAWC.WG3B_S","peat",347,"Wagon Creek fen",NA,43.381299,-110.0677915,2695,"",18,20,NA,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"MAWC.WG4A_S","MAWC.WG4A_S","peat",348,"Wagon Creek fen",NA,43.381299,-110.0677915,2695,"",3,5,NA,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"MAWC.WG4B_S","MAWC.WG4B_S","peat",349,"Wagon Creek fen",NA,43.381299,-110.0677915,2695,"",15,17,NA,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"Calder.33_1_4_DNA","Calder.33_1_4_DNA","sediment",1,"Lake Marie",NA,41.334836,-106.325295,3201,NA,4,5,NA,"10","lake bottom water temperature",-0.5,-6.4,5.3,1196.61,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_0_DNA","Calder.34_1_0_DNA","sediment",2,"Lewis",NA,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",0,1,NA,"7","lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_16_DNA","Calder.34_1_16_DNA","sediment",3,"Lewis",NA,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",16,17,NA,"7","lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_18_DNA","Calder.34_1_18_DNA","sediment",4,"Lewis",NA,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",18,19,NA,"7","lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_2_DNA","Calder.34_1_2_DNA","sediment",5,"Lewis",NA,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",2,3,NA,"7","lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_20_DNA","Calder.34_1_20_DNA","sediment",6,"Lewis",NA,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",20,21,NA,"7","lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_4_DNA","Calder.34_1_4_DNA","sediment",7,"Lewis",NA,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",4,5,NA,"7","lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_1_0_DNA","Calder.35_1_0_DNA","sediment",8,"West Glacier",NA,41.377268,-106.258944,3224,NA,0,1,NA,"9","lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_1_2_DNA","Calder.35_1_2_DNA","sediment",9,"West Glacier",NA,41.377268,-106.258944,3224,NA,2,3,NA,"9","lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_1_4_DNA","Calder.35_1_4_DNA","sediment",10,"West Glacier",NA,41.377268,-106.258944,3224,NA,4,5,NA,"9","lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_2_0_DNA","Calder.35_2_0_DNA","sediment",11,"West Glacier",NA,41.377268,-106.258944,3224,NA,0,1,NA,"9","lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_2_2_DNA","Calder.35_2_2_DNA","sediment",12,"West Glacier",NA,41.377268,-106.258944,3224,NA,2,3,NA,"9","lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_2_4_DNA","Calder.35_2_4_DNA","sediment",13,"West Glacier",NA,41.377268,-106.258944,3224,NA,4,5,NA,"9","lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.36_1_0_DNA","Calder.36_1_0_DNA","sediment",14,"Dunchi",NA,44.609451,-107.291392,2566,NA,0,1,NA,"4","lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.36_1_18_DNA","Calder.36_1_18_DNA","sediment",15,"Dunchi",NA,44.609451,-107.291392,2566,NA,18,19,NA,"4","lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.36_1_2_DNA","Calder.36_1_2_DNA","sediment",16,"Dunchi",NA,44.609451,-107.291392,2566,NA,2,3,NA,"4","lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.36_1_20_DNA","Calder.36_1_20_DNA","sediment",17,"Dunchi",NA,44.609451,-107.291392,2566,NA,20,21,NA,"4","lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.36_1_4_DNA","Calder.36_1_4_DNA","sediment",18,"Dunchi",NA,44.609451,-107.291392,2566,NA,4,5,NA,"4","lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.37_1_0_DNA","Calder.37_1_0_DNA","sediment",19,"Duck",NA,44.608447,-107.294881,2571,NA,0,1,NA,"6","lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.37_1_4_DNA","Calder.37_1_4_DNA","sediment",20,"Duck",NA,44.608447,-107.294881,2571,NA,4,5,NA,"6","lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.39_1_16_DNA","Calder.39_1_16_DNA","sediment",21,"Bear",NA,44.221848,-107.235191,3224,NA,16,17,NA,"1","lake bottom water temperature",1.6,-4.3,7.6,654.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.39_1_2_DNA","Calder.39_1_2_DNA","sediment",22,"Bear",NA,44.221848,-107.235191,3224,NA,2,3,NA,"1","lake bottom water temperature",1.6,-4.3,7.6,654.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.39_1_20_DNA","Calder.39_1_20_DNA","sediment",23,"Bear",NA,44.221848,-107.235191,3224,NA,20,21,NA,"1","lake bottom water temperature",1.6,-4.3,7.6,654.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.39_1_4_DNA","Calder.39_1_4_DNA","sediment",24,"Bear",NA,44.221848,-107.235191,3224,NA,4,5,NA,"1","lake bottom water temperature",1.6,-4.3,7.6,654.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.40_1_0_DNA","Calder.40_1_0_DNA","sediment",25,"Round",NA,44.406651,-107.431694,2605,NA,0,1,NA,"1","lake bottom water temperature",1.4,-4.1,6.8,686.77,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.40_1_2_DNA","Calder.40_1_2_DNA","sediment",26,"Round",NA,44.406651,-107.431694,2605,NA,2,3,NA,"1","lake bottom water temperature",1.4,-4.1,6.8,686.77,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.40_1_20_DNA","Calder.40_1_20_DNA","sediment",27,"Round",NA,44.406651,-107.431694,2605,NA,20,21,NA,"1","lake bottom water temperature",1.4,-4.1,6.8,686.77,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.40_1_4_DNA","Calder.40_1_4_DNA","sediment",28,"Round",NA,44.406651,-107.431694,2605,NA,4,5,NA,"1","lake bottom water temperature",1.4,-4.1,6.8,686.77,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_0_DNA","Calder.41_1_0_DNA","sediment",29,"Lower Paint Rock",NA,44.39197,-107.381947,2790,NA,0,1,NA,"6","lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_16_DNA","Calder.41_1_16_DNA","sediment",30,"Lower Paint Rock",NA,44.39197,-107.381947,2790,NA,16,17,NA,"6","lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_18_DNA","Calder.41_1_18_DNA","sediment",31,"Lower Paint Rock",NA,44.39197,-107.381947,2790,NA,18,19,NA,"6","lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_2_DNA","Calder.41_1_2_DNA","sediment",32,"Lower Paint Rock",NA,44.39197,-107.381947,2790,NA,2,3,NA,"6","lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_20_DNA","Calder.41_1_20_DNA","sediment",33,"Lower Paint Rock",NA,44.39197,-107.381947,2790,NA,20,21,NA,"6","lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_4_DNA","Calder.41_1_4_DNA","sediment",34,"Lower Paint Rock",NA,44.39197,-107.381947,2790,NA,4,5,NA,"6","lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_0_DNA","Calder.42_1_0_DNA","sediment",35,"Upper Medicine Lodge",NA,44.401685,-107.388783,2676,NA,0,1,NA,"5","lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_16_DNA","Calder.42_1_16_DNA","sediment",36,"Upper Medicine Lodge",NA,44.401685,-107.388783,2676,NA,16,17,NA,"5","lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_18_DNA","Calder.42_1_18_DNA","sediment",37,"Upper Medicine Lodge",NA,44.401685,-107.388783,2676,NA,18,19,NA,"5","lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_2_DNA","Calder.42_1_2_DNA","sediment",38,"Upper Medicine Lodge",NA,44.401685,-107.388783,2676,NA,2,3,NA,"5","lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_20_DNA","Calder.42_1_20_DNA","sediment",39,"Upper Medicine Lodge",NA,44.401685,-107.388783,2676,NA,20,21,NA,"5","lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_4_DNA","Calder.42_1_4_DNA","sediment",40,"Upper Medicine Lodge",NA,44.401685,-107.388783,2676,NA,4,5,NA,"5","lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.43_1_0_DNA","Calder.43_1_0_DNA","sediment",41,"Swamp",NA,44.837838,-109.604103,2032,NA,0,1,NA,"6","lake bottom water temperature",3.8,-3.4,11,447.49,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.43_1_2_DNA","Calder.43_1_2_DNA","sediment",42,"Swamp",NA,44.837838,-109.604103,2032,NA,2,3,NA,"6","lake bottom water temperature",3.8,-3.4,11,447.49,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.43_1_4_DNA","Calder.43_1_4_DNA","sediment",43,"Swamp",NA,44.837838,-109.604103,2032,NA,4,5,NA,"6","lake bottom water temperature",3.8,-3.4,11,447.49,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_0_DNA","Calder.44_1_0_DNA","sediment",44,"HWY lake 1",NA,44.856557,-109.540873,2038,NA,0,1,NA,"5","lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_16_DNA","Calder.44_1_16_DNA","sediment",45,"HWY lake 1",NA,44.856557,-109.540873,2038,NA,16,17,NA,"5","lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_18_DNA","Calder.44_1_18_DNA","sediment",46,"HWY lake 1",NA,44.856557,-109.540873,2038,NA,18,19,NA,"5","lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_2_DNA","Calder.44_1_2_DNA","sediment",47,"HWY lake 1",NA,44.856557,-109.540873,2038,NA,2,3,NA,"5","lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_20_DNA","Calder.44_1_20_DNA","sediment",48,"HWY lake 1",NA,44.856557,-109.540873,2038,NA,20,21,NA,"5","lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_4_DNA","Calder.44_1_4_DNA","sediment",49,"HWY lake 1",NA,44.856557,-109.540873,2038,NA,4,5,NA,"5","lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_0_DNA","Calder.45_1_0_DNA","sediment",50,"Lily",NA,44.94613,-109.715842,2337,NA,0,1,NA,"12","lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_16_DNA","Calder.45_1_16_DNA","sediment",51,"Lily",NA,44.94613,-109.715842,2337,NA,16,17,NA,"12","lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_18_DNA","Calder.45_1_18_DNA","sediment",52,"Lily",NA,44.94613,-109.715842,2337,NA,18,19,NA,"12","lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_2_DNA","Calder.45_1_2_DNA","sediment",53,"Lily",NA,44.94613,-109.715842,2337,NA,2,3,NA,"12","lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_20_DNA","Calder.45_1_20_DNA","sediment",54,"Lily",NA,44.94613,-109.715842,2337,NA,20,21,NA,"12","lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_4_DNA","Calder.45_1_4_DNA","sediment",55,"Lily",NA,44.94613,-109.715842,2337,NA,4,5,NA,"12","lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.46_1_0_DNA","Calder.46_1_0_DNA","sediment",56,"Island",NA,44.945159,-109.539369,2907,NA,0,1,NA,"6","lake bottom water temperature",-0.8,-6.8,5.3,990.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.46_1_16_DNA","Calder.46_1_16_DNA","sediment",57,"Island",NA,44.945159,-109.539369,2907,NA,16,17,NA,"6","lake bottom water temperature",-0.8,-6.8,5.3,990.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.46_1_18_DNA","Calder.46_1_18_DNA","sediment",58,"Island",NA,44.945159,-109.539369,2907,NA,18,19,NA,"6","lake bottom water temperature",-0.8,-6.8,5.3,990.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.46_1_2_DNA","Calder.46_1_2_DNA","sediment",59,"Island",NA,44.945159,-109.539369,2907,NA,2,3,NA,"6","lake bottom water temperature",-0.8,-6.8,5.3,990.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.46_1_4_DNA","Calder.46_1_4_DNA","sediment",60,"Island",NA,44.945159,-109.539369,2907,NA,4,5,NA,"6","lake bottom water temperature",-0.8,-6.8,5.3,990.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.47_1_16_DNA","Calder.47_1_16_DNA","sediment",61,"Beartooth",NA,44.945147,-109.592063,2708,NA,16,17,NA,"10","lake bottom water temperature",0.1,-5.9,6.1,892.63,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.47_1_18_DNA","Calder.47_1_18_DNA","sediment",62,"Beartooth",NA,44.945147,-109.592063,2708,NA,18,19,NA,"10","lake bottom water temperature",0.1,-5.9,6.1,892.63,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.47_1_2_DNA","Calder.47_1_2_DNA","sediment",63,"Beartooth",NA,44.945147,-109.592063,2708,NA,2,3,NA,"10","lake bottom water temperature",0.1,-5.9,6.1,892.63,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.47_1_20_DNA","Calder.47_1_20_DNA","sediment",64,"Beartooth",NA,44.945147,-109.592063,2708,NA,20,21,NA,"10","lake bottom water temperature",0.1,-5.9,6.1,892.63,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.47_1_4_DNA","Calder.47_1_4_DNA","sediment",65,"Beartooth",NA,44.945147,-109.592063,2708,NA,4,5,NA,"10","lake bottom water temperature",0.1,-5.9,6.1,892.63,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.48_1_0_DNA","Calder.48_1_0_DNA","sediment",66,"Fiddlers",NA,42.631122,-108.8788,2832,NA,0,1,NA,"1","lake bottom water temperature",1.4,-5.1,7.9,738.05,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.48_1_16_DNA","Calder.48_1_16_DNA","sediment",67,"Fiddlers",NA,42.631122,-108.8788,2832,NA,16,17,NA,"1","lake bottom water temperature",1.4,-5.1,7.9,738.05,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.48_1_2_DNA","Calder.48_1_2_DNA","sediment",68,"Fiddlers",NA,42.631122,-108.8788,2832,NA,2,3,NA,"1","lake bottom water temperature",1.4,-5.1,7.9,738.05,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.48_1_4_DNA","Calder.48_1_4_DNA","sediment",69,"Fiddlers",NA,42.631122,-108.8788,2832,NA,4,5,NA,"1","lake bottom water temperature",1.4,-5.1,7.9,738.05,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_0_DNA","Calder.49_1_0_DNA","sediment",70,"Lake 49",NA,42.616497,-108.868343,2804,NA,0,1,NA,"5","lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_16_DNA","Calder.49_1_16_DNA","sediment",71,"Lake 49",NA,42.616497,-108.868343,2804,NA,16,17,NA,"5","lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_18_DNA","Calder.49_1_18_DNA","sediment",72,"Lake 49",NA,42.616497,-108.868343,2804,NA,18,19,NA,"5","lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_2_DNA","Calder.49_1_2_DNA","sediment",73,"Lake 49",NA,42.616497,-108.868343,2804,NA,2,3,NA,"5","lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_20_DNA","Calder.49_1_20_DNA","sediment",74,"Lake 49",NA,42.616497,-108.868343,2804,NA,20,21,NA,"5","lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_4_DNA","Calder.49_1_4_DNA","sediment",75,"Lake 49",NA,42.616497,-108.868343,2804,NA,4,5,NA,"5","lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.50_1_0_DNA","Calder.50_1_0_DNA","sediment",76,"Lake 50",NA,42.663661,-109.266632,2767,NA,0,1,NA,"1","lake bottom water temperature",0.9,-6.5,8.2,614.19,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.50_1_4_DNA","Calder.50_1_4_DNA","sediment",77,"Lake 50",NA,42.663661,-109.266632,2767,NA,4,5,NA,"1","lake bottom water temperature",0.9,-6.5,8.2,614.19,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.51_1_0_DNA","Calder.51_1_0_DNA","sediment",78,"Lake 51",NA,42.662664,-109.265617,2778,NA,0,1,NA,"1","lake bottom water temperature",0.9,-6.5,8.2,614.19,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.51_1_2_DNA","Calder.51_1_2_DNA","sediment",79,"Lake 51",NA,42.662664,-109.265617,2778,NA,2,3,NA,"1","lake bottom water temperature",0.9,-6.5,8.2,614.19,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.51_1_4_DNA","Calder.51_1_4_DNA","sediment",80,"Lake 51",NA,42.662664,-109.265617,2778,NA,4,5,NA,"1","lake bottom water temperature",0.9,-6.5,8.2,614.19,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.52_1_16_DNA","Calder.52_1_16_DNA","sediment",81,"Mud",NA,42.6833944,-109.279767,2770,NA,16,17,NA,"3","lake bottom water temperature",0.8,-6.5,8.1,618.85,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.52_1_18_DNA","Calder.52_1_18_DNA","sediment",82,"Mud",NA,42.6833944,-109.279767,2770,NA,18,19,NA,"3","lake bottom water temperature",0.8,-6.5,8.1,618.85,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.52_1_2_DNA","Calder.52_1_2_DNA","sediment",83,"Mud",NA,42.6833944,-109.279767,2770,NA,2,3,NA,"3","lake bottom water temperature",0.8,-6.5,8.1,618.85,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.52_1_4_DNA","Calder.52_1_4_DNA","sediment",84,"Mud",NA,42.6833944,-109.279767,2770,NA,4,5,NA,"3","lake bottom water temperature",0.8,-6.5,8.1,618.85,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0100L","Calder.BL0100L","sediment",85,"Brooklyn Lake",NA,41.372,-106.25,3216,NA,0,1,NA,"10","lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0102L","Calder.BL0102L","sediment",86,"Brooklyn Lake",NA,41.372,-106.25,3216,NA,2,3,NA,"10","lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0104L","Calder.BL0104L","sediment",87,"Brooklyn Lake",NA,41.372,-106.25,3216,NA,4,5,NA,"10","lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0120L","Calder.BL0120L","sediment",88,"Brooklyn Lake",NA,41.372,-106.25,3216,NA,20,21,NA,"10","lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0216L","Calder.BL0216L","sediment",89,"Brooklyn Lake",NA,41.372,-106.25,3216,"it was clear drive 1 was 38 ft so 11.6 meters, but drive 2 wasn't listed, might have been where the water samples were taken, so 10, but JVE unsure. We could look at waypoints of 2017 data if John had them to see if it is either 10 or 11, but I think we should just use max lake depth during analyses.",16,17,NA,"10","lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0218L","Calder.BL0218L","sediment",90,"Brooklyn Lake",NA,41.372,-106.25,3216,"it was clear drive 1 was 38 ft so 11.6 meters, but drive 2 wasn't listed, might have been where the water samples were taken, so 10, but JVE unsure. We could look at waypoints of 2017 data if John had them to see if it is either 10 or 11, but I think we should just use max lake depth during analyses.",18,19,NA,"10","lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BN0105L","Calder.BN0105L","sediment",91,"East Banner Lake",NA,41.411,-106.354,3071,"cm depths fixed",2.5,3.5,NA,"3","lake bottom water temperature",0.2,-5.7,6.2,1004.42,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0100L","Calder.CL0100L","sediment",92,"Crater Lake",NA,41.491,-106.248,2954,NA,0,1,NA,"18","lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0102L","Calder.CL0102L","sediment",93,"Crater Lake",NA,41.491,-106.248,2954,NA,2,3,NA,"18","lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0116L","Calder.CL0116L","sediment",94,"Crater Lake",NA,41.491,-106.248,2954,NA,16,17,NA,"18","lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0118L","Calder.CL0118L","sediment",95,"Crater Lake",NA,41.491,-106.248,2954,NA,18,19,NA,"18","lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0120L","Calder.CL0120L","sediment",96,"Crater Lake",NA,41.491,-106.248,2954,NA,20,21,NA,"18","lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0200L","Calder.CL0200L","sediment",97,"Crater Lake",NA,41.491,-106.248,2954,NA,0,1,NA,"18","lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
